127.0.0.1 - - [29/May/2021:16:44:40 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [29/May/2021:16:44:41 +0530] "GET /EP-Project/home1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2021:16:44:42 +0530] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [29/May/2021:16:45:34 +0530] "GET /EP-Project/home1.html HTTP/1.1" 200 678
0:0:0:0:0:0:0:1 - - [29/May/2021:16:46:28 +0530] "POST /EP-Project/checkadmin.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/May/2021:16:46:29 +0530] "GET /EP-Project/Adminhome.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2021:16:46:29 +0530] "POST /EP-Project/checkadmin.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/May/2021:16:46:29 +0530] "GET /EP-Project/Adminhome.html HTTP/1.1" 200 1284
0:0:0:0:0:0:0:1 - - [29/May/2021:16:46:34 +0530] "GET /EP-Project/viewcontactdetails.jsp HTTP/1.1" 200 11292
0:0:0:0:0:0:0:1 - - [29/May/2021:16:46:37 +0530] "GET /EP-Project/sendemail.jsp?kadavakollusravani2001@gmail.com HTTP/1.1" 200 1560
0:0:0:0:0:0:0:1 - - [29/May/2021:16:46:37 +0530] "GET /EP-Project/contact.css HTTP/1.1" 200 2725
0:0:0:0:0:0:0:1 - - [29/May/2021:16:46:38 +0530] "GET /EP-Project/contactus.jpg HTTP/1.1" 200 42630
0:0:0:0:0:0:0:1 - - [29/May/2021:16:46:52 +0530] "POST /EP-Project/maildemo.jsp HTTP/1.1" 200 108
0:0:0:0:0:0:0:1 - - [29/May/2021:16:46:54 +0530] "GET /EP-Project/viewcontactdetails.jsp HTTP/1.1" 200 11292
0:0:0:0:0:0:0:1 - - [29/May/2021:16:46:59 +0530] "GET /EP-Project/adminlogout.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [29/May/2021:16:47:10 +0530] "GET /EP-Project/home1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2021:16:47:18 +0530] "GET /EP-Project/userlogin.jsp HTTP/1.1" 200 3834
0:0:0:0:0:0:0:1 - - [29/May/2021:16:47:18 +0530] "GET /EP-Project/sourcesanspro-font.css HTTP/1.1" 404 1060
0:0:0:0:0:0:0:1 - - [29/May/2021:16:47:18 +0530] "GET /EP-Project/userstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2021:16:47:18 +0530] "GET /EP-Project/flyhigh4.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2021:16:47:34 +0530] "POST /EP-Project/checkuserlogin.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/May/2021:16:47:34 +0530] "GET /EP-Project/home2.html HTTP/1.1" 200 1060
0:0:0:0:0:0:0:1 - - [29/May/2021:16:47:34 +0530] "GET /EP-Project/style.css HTTP/1.1" 200 1485
0:0:0:0:0:0:0:1 - - [29/May/2021:16:47:37 +0530] "GET /EP-Project/contactus.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2021:16:47:45 +0530] "POST /EP-Project/servletContact HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/May/2021:16:47:45 +0530] "GET /EP-Project/home.html HTTP/1.1" 404 1034
0:0:0:0:0:0:0:1 - - [29/May/2021:16:50:36 +0530] "GET /EP-Project/contactus.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2021:16:50:44 +0530] "POST /EP-Project/servletContact HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/May/2021:16:50:44 +0530] "GET /EP-Project/home2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2021:16:50:52 +0530] "POST /EP-Project/servletContact HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/May/2021:16:50:52 +0530] "GET /EP-Project/home2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2021:16:51:07 +0530] "GET /EP-Project/aboutus.html HTTP/1.1" 200 1916
0:0:0:0:0:0:0:1 - - [29/May/2021:16:51:07 +0530] "GET /EP-Project/us.css HTTP/1.1" 200 1237
0:0:0:0:0:0:0:1 - - [29/May/2021:16:51:07 +0530] "GET /EP-Project/1us.jpg HTTP/1.1" 200 201420
0:0:0:0:0:0:0:1 - - [29/May/2021:16:51:07 +0530] "GET /EP-Project/2us.jpg HTTP/1.1" 200 308475
